"№";"Название";"Username";"Тип";"Подписчики";"ER %";"Ср. охват";"Цена поста";"CPM";"Категория";"Ссылка Telegram";"Ссылка TGStat";"Описание"
"9584";"466";"schemez15";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/schemez15";"https://tgstat.ru/channel/@schemez15";""
"9585";"466";"neo_consult";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/neo_consult";"https://tgstat.ru/channel/@neo_consult";""
"9586";"465";"authentic_leadership";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/authentic_leadership";"https://tgstat.ru/channel/@authentic_leadership";""
"9587";"465";"akogdanetelegramkanal";"Канал";"N/A";"24 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/akogdanetelegramkanal";"https://tgstat.ru/channel/@akogdanetelegramkanal";""
"9588";"465";"cooprko";"Канал";"N/A";"29 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/cooprko";"https://tgstat.ru/channel/@cooprko";""
"9589";"465";"export_irk";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/export_irk";"https://tgstat.ru/channel/@export_irk";""
"9590";"465";"school_b2bhelp";"Канал";"N/A";"45 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/school_b2bhelp";"https://tgstat.ru/channel/@school_b2bhelp";""
"9591";"465";"roastapps";"Канал";"N/A";"37 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/roastapps";"https://tgstat.ru/channel/@roastapps";""
"9592";"465";"olgaatomykorea";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/olgaatomykorea";"https://tgstat.ru/channel/@olgaatomykorea";""
"9593";"465";"ochkiproviziona";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ochkiproviziona";"https://tgstat.ru/channel/@ochkiproviziona";""
"9594";"465";"Club_faberge";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Club_faberge";"https://tgstat.ru/channel/@Club_faberge";""
"9595";"465";"mlm_Lesya";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mlm_Lesya";"https://tgstat.ru/channel/@mlm_Lesya";""
"9596";"465";"AlexTrouf";"Канал";"N/A";"18 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AlexTrouf";"https://tgstat.ru/channel/@AlexTrouf";""
"9597";"464";"romanrybkin";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/romanrybkin";"https://tgstat.ru/channel/@romanrybkin";""
"9598";"464";"neirofoto_max";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/neirofoto_max";"https://tgstat.ru/channel/@neirofoto_max";""
"9599";"464";"leadstech_cpa";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/leadstech_cpa";"https://tgstat.ru/channel/@leadstech_cpa";""
"9600";"464";"iksy_club";"Канал";"N/A";"23 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/iksy_club";"https://tgstat.ru/channel/@iksy_club";""
"9601";"464";"programmarealnosti";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/programmarealnosti";"https://tgstat.ru/channel/@programmarealnosti";""
"9602";"464";"wtraininguz";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/wtraininguz";"https://tgstat.ru/channel/@wtraininguz";""
"9603";"464";"delaemmillionlegko";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/delaemmillionlegko";"https://tgstat.ru/channel/@delaemmillionlegko";""
"9604";"463";"VerzilinaEkaterinaMoskva";"Канал";"N/A";"93 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/VerzilinaEkaterinaMoskva";"https://tgstat.ru/channel/@VerzilinaEkaterinaMoskva";""
"9605";"463";"all_right_glamping";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/all_right_glamping";"https://tgstat.ru/channel/@all_right_glamping";""
"9606";"463";"pribiznytie";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pribiznytie";"https://tgstat.ru/channel/@pribiznytie";""
"9607";"463";"beauty_chief_channel";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/beauty_chief_channel";"https://tgstat.ru/channel/@beauty_chief_channel";""
"9608";"463";"CPAFMRU";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/CPAFMRU";"https://tgstat.ru/channel/@CPAFMRU";""
"9609";"463";"fisher_estate";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/fisher_estate";"https://tgstat.ru/channel/@fisher_estate";""
"9610";"463";"il_litvinenko";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/il_litvinenko";"https://tgstat.ru/channel/@il_litvinenko";""
"9611";"463";"mamabusinessclub";"Канал";"N/A";"14 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mamabusinessclub";"https://tgstat.ru/channel/@mamabusinessclub";""
"9612";"463";"t6qAUWUnPn9hY2Fi";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/t6qAUWUnPn9hY2Fi";"https://tgstat.ru/channel/t6qAUWUnPn9hY2Fi";""
"9613";"463";"8fgvus9UAaw2MTFi";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/8fgvus9UAaw2MTFi";"https://tgstat.ru/channel/8fgvus9UAaw2MTFi";""
"9614";"463";"prostojewelry";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/prostojewelry";"https://tgstat.ru/channel/@prostojewelry";""
"9615";"463";"bootcamp_stratoplan";"Канал";"N/A";"21 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bootcamp_stratoplan";"https://tgstat.ru/channel/@bootcamp_stratoplan";""
"9616";"463";"annauzuner";"Канал";"N/A";"28 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/annauzuner";"https://tgstat.ru/channel/@annauzuner";""
"9617";"462";"freeworkotz";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/freeworkotz";"https://tgstat.ru/channel/@freeworkotz";""
"9618";"462";"nikproducer";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nikproducer";"https://tgstat.ru/channel/@nikproducer";""
"9619";"462";"koreja_doma";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/koreja_doma";"https://tgstat.ru/channel/@koreja_doma";""
"9620";"462";"alexandrknyazev86";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/alexandrknyazev86";"https://tgstat.ru/channel/@alexandrknyazev86";""
"9621";"462";"s_kabulovv";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/s_kabulovv";"https://tgstat.ru/channel/@s_kabulovv";""
"9622";"462";"sergedorohin";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sergedorohin";"https://tgstat.ru/channel/@sergedorohin";""
"9623";"462";"million_s_oksi";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/million_s_oksi";"https://tgstat.ru/channel/@million_s_oksi";""
"9624";"462";"limitedclubcpa";"Канал";"N/A";"14 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/limitedclubcpa";"https://tgstat.ru/channel/@limitedclubcpa";""
"9625";"462";"ManagementZeps";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ManagementZeps";"https://tgstat.ru/channel/@ManagementZeps";""
"9626";"462";"doctorkasyanov";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/doctorkasyanov";"https://tgstat.ru/channel/@doctorkasyanov";""
"9627";"461";"mrshlevis";"Канал";"N/A";"46 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mrshlevis";"https://tgstat.ru/channel/@mrshlevis";""
"9628";"461";"prise_treid";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/prise_treid";"https://tgstat.ru/channel/@prise_treid";""
"9629";"461";"strateg_academy";"Канал";"N/A";"22 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/strateg_academy";"https://tgstat.ru/channel/@strateg_academy";""
"9630";"461";"rsn_expo";"Канал";"N/A";"20 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rsn_expo";"https://tgstat.ru/channel/@rsn_expo";""
"9631";"461";"oxanavoloshchuk";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/oxanavoloshchuk";"https://tgstat.ru/channel/@oxanavoloshchuk";""
"9632";"461";"felixruslanovich";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/felixruslanovich";"https://tgstat.ru/channel/@felixruslanovich";""
"9633";"461";"marginaliaexperience";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/marginaliaexperience";"https://tgstat.ru/channel/@marginaliaexperience";""
"9634";"461";"Millionzamesats";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Millionzamesats";"https://tgstat.ru/channel/@Millionzamesats";""
"9635";"461";"nonmanager";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nonmanager";"https://tgstat.ru/channel/@nonmanager";""
"9636";"461";"sharahow_shtab";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sharahow_shtab";"https://tgstat.ru/channel/@sharahow_shtab";""
"9637";"460";"womanopora73";"Канал";"N/A";"15 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/womanopora73";"https://tgstat.ru/channel/@womanopora73";""
"9638";"460";"deevrs";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/deevrs";"https://tgstat.ru/channel/@deevrs";""
"9639";"460";"mila_prosales";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mila_prosales";"https://tgstat.ru/channel/@mila_prosales";""
"9640";"460";"rosupackexpo";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rosupackexpo";"https://tgstat.ru/channel/@rosupackexpo";""
"9641";"460";"markening_pro";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/markening_pro";"https://tgstat.ru/channel/@markening_pro";""
"9642";"460";"astraexport";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/astraexport";"https://tgstat.ru/channel/@astraexport";""
"9643";"460";"omskdigit";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/omskdigit";"https://tgstat.ru/channel/@omskdigit";""
"9644";"460";"visdesv";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/visdesv";"https://tgstat.ru/channel/@visdesv";""
"9645";"460";"zarabotok_dengy";"Канал";"N/A";"23 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zarabotok_dengy";"https://tgstat.ru/channel/@zarabotok_dengy";""
"9646";"460";"sp_social";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sp_social";"https://tgstat.ru/channel/@sp_social";""
"9647";"459";"shilovev_top";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/shilovev_top";"https://tgstat.ru/channel/@shilovev_top";""
"9648";"459";"impact_cap";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/impact_cap";"https://tgstat.ru/channel/@impact_cap";""
"9649";"459";"EliteCapt";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/EliteCapt";"https://tgstat.ru/channel/@EliteCapt";""
"9650";"459";"bayer_cn_prm";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bayer_cn_prm";"https://tgstat.ru/channel/@bayer_cn_prm";""
"9651";"459";"faberlic_biznesonline";"Канал";"N/A";"26 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/faberlic_biznesonline";"https://tgstat.ru/channel/@faberlic_biznesonline";""
"9652";"459";"aglazovaaa";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/aglazovaaa";"https://tgstat.ru/channel/@aglazovaaa";""
"9653";"459";"kenig_beba";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kenig_beba";"https://tgstat.ru/channel/@kenig_beba";""
"9654";"459";"dqsrus";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dqsrus";"https://tgstat.ru/channel/@dqsrus";""
"9655";"459";"Chaosstop";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Chaosstop";"https://tgstat.ru/channel/@Chaosstop";""
"9656";"459";"batanovplusblog";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/batanovplusblog";"https://tgstat.ru/channel/@batanovplusblog";""
"9657";"459";"todotracking";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/todotracking";"https://tgstat.ru/channel/@todotracking";""
"9658";"459";"VL48QFitCl8wNDMy";"Канал";"N/A";"18 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/VL48QFitCl8wNDMy";"https://tgstat.ru/channel/VL48QFitCl8wNDMy";""
"9659";"458";"KirillAlexandrovPRO";"Канал";"N/A";"20 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/KirillAlexandrovPRO";"https://tgstat.ru/channel/@KirillAlexandrovPRO";""
"9660";"458";"a_n_n_a_2701";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/a_n_n_a_2701";"https://tgstat.ru/channel/@a_n_n_a_2701";""
"9661";"458";"yako_brand1";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/yako_brand1";"https://tgstat.ru/channel/@yako_brand1";""
"9662";"458";"fast_takeoff";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/fast_takeoff";"https://tgstat.ru/channel/@fast_takeoff";""
"9663";"458";"I_and_Y_Coffee";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/I_and_Y_Coffee";"https://tgstat.ru/channel/@I_and_Y_Coffee";""
"9664";"458";"kanovskaya";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kanovskaya";"https://tgstat.ru/channel/@kanovskaya";""
"9665";"458";"Uniconoutsourcingnew";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Uniconoutsourcingnew";"https://tgstat.ru/channel/@Uniconoutsourcingnew";""
"9666";"458";"TelegaGorit";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TelegaGorit";"https://tgstat.ru/channel/@TelegaGorit";""
"9667";"458";"bussiness_event18";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bussiness_event18";"https://tgstat.ru/channel/@bussiness_event18";""
"9668";"458";"CXDP_ru";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/CXDP_ru";"https://tgstat.ru/channel/@CXDP_ru";""
"9669";"458";"proximanetworking";"Канал";"N/A";"28 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/proximanetworking";"https://tgstat.ru/channel/@proximanetworking";""
"9670";"458";"botvinstartap";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/botvinstartap";"https://tgstat.ru/channel/@botvinstartap";""
"9671";"458";"yerbolatmurat";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/yerbolatmurat";"https://tgstat.ru/channel/@yerbolatmurat";""
"9672";"458";"coaching_hub";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/coaching_hub";"https://tgstat.ru/channel/@coaching_hub";""
"9673";"457";"risetime_ollia10";"Канал";"N/A";"52 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/risetime_ollia10";"https://tgstat.ru/channel/@risetime_ollia10";""
"9674";"457";"kurchaeva_alfiya";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/kurchaeva_alfiya";"https://tgstat.ru/channel/@kurchaeva_alfiya";""
"9675";"457";"sellercapital1";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sellercapital1";"https://tgstat.ru/channel/@sellercapital1";""
"9676";"457";"vimkom";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/vimkom";"https://tgstat.ru/channel/@vimkom";""
"9677";"457";"digital_farmer";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/digital_farmer";"https://tgstat.ru/channel/@digital_farmer";""
"9678";"457";"svyazi_reshaut";"Канал";"N/A";"78 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/svyazi_reshaut";"https://tgstat.ru/channel/@svyazi_reshaut";""
"9679";"457";"bondarenkoLife";"Канал";"N/A";"13 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bondarenkoLife";"https://tgstat.ru/channel/@bondarenkoLife";""
"9680";"456";"SistemaChartaeva";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/SistemaChartaeva";"https://tgstat.ru/channel/@SistemaChartaeva";""
"9681";"456";"love_in_business";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/love_in_business";"https://tgstat.ru/channel/@love_in_business";""
"9682";"456";"QuaneyakeShop";"Канал";"N/A";"37 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/QuaneyakeShop";"https://tgstat.ru/channel/@QuaneyakeShop";""
"9683";"456";"EntrepreneurshipR11";"Канал";"N/A";"22 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/EntrepreneurshipR11";"https://tgstat.ru/channel/@EntrepreneurshipR11";""
"9684";"456";"itdojo";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/itdojo";"https://tgstat.ru/channel/@itdojo";""
"9685";"456";"AnoxcessPR";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AnoxcessPR";"https://tgstat.ru/channel/@AnoxcessPR";""
"9686";"456";"coach_zhdanov";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/coach_zhdanov";"https://tgstat.ru/channel/@coach_zhdanov";""
"9687";"456";"doZ0HxY1KVU3ZGEy";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/doZ0HxY1KVU3ZGEy";"https://tgstat.ru/channel/doZ0HxY1KVU3ZGEy";""
"9688";"456";"mr_bibik";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mr_bibik";"https://tgstat.ru/channel/@mr_bibik";""
"9689";"456";"abramovatalks";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/abramovatalks";"https://tgstat.ru/channel/@abramovatalks";""
"9690";"456";"bads_digest";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bads_digest";"https://tgstat.ru/channel/@bads_digest";""
"9691";"456";"ksfactoryy";"Канал";"N/A";"53 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ksfactoryy";"https://tgstat.ru/channel/@ksfactoryy";""
"9692";"455";"proproyavlennost";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/proproyavlennost";"https://tgstat.ru/channel/@proproyavlennost";""
"9693";"455";"zagaynova_team";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/zagaynova_team";"https://tgstat.ru/channel/@zagaynova_team";""
"9694";"455";"cherniavkaprod";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/cherniavkaprod";"https://tgstat.ru/channel/@cherniavkaprod";""
"9695";"455";"katyachex";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/katyachex";"https://tgstat.ru/channel/@katyachex";""
"9696";"455";"AllStartIsLove";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AllStartIsLove";"https://tgstat.ru/channel/@AllStartIsLove";""
"9697";"455";"eqonomica";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/eqonomica";"https://tgstat.ru/channel/@eqonomica";""
"9698";"455";"startupacademysfu";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/startupacademysfu";"https://tgstat.ru/channel/@startupacademysfu";""
"9699";"455";"filonov_ai";"Канал";"N/A";"37 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/filonov_ai";"https://tgstat.ru/channel/@filonov_ai";""
"9700";"455";"madesigisellers";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/madesigisellers";"https://tgstat.ru/channel/@madesigisellers";""
"9701";"455";"gkonst_fin";"Канал";"N/A";"18 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/gkonst_fin";"https://tgstat.ru/channel/@gkonst_fin";""
"9702";"455";"carpediemPM";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/carpediemPM";"https://tgstat.ru/channel/@carpediemPM";""
"9703";"455";"apcbc_ru";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/apcbc_ru";"https://tgstat.ru/channel/@apcbc_ru";""
"9704";"455";"bads_gossip";"Канал";"N/A";"25 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bads_gossip";"https://tgstat.ru/channel/@bads_gossip";""
"9705";"455";"imperianeba";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/imperianeba";"https://tgstat.ru/channel/@imperianeba";""
"9706";"455";"MgeryanD";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/MgeryanD";"https://tgstat.ru/channel/@MgeryanD";""
"9707";"454";"franshisa_ayax";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/franshisa_ayax";"https://tgstat.ru/channel/@franshisa_ayax";""
"9708";"454";"chaikacoach";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/chaikacoach";"https://tgstat.ru/channel/@chaikacoach";""
"9709";"454";"processingn";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/processingn";"https://tgstat.ru/channel/@processingn";""
"9710";"454";"BLYUDINAA";"Канал";"N/A";"30 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/BLYUDINAA";"https://tgstat.ru/channel/@BLYUDINAA";""
"9711";"454";"katicherrr";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/katicherrr";"https://tgstat.ru/channel/@katicherrr";""
"9712";"454";"margaritakruchkova";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/margaritakruchkova";"https://tgstat.ru/channel/@margaritakruchkova";""
"9713";"454";"docprofit";"Канал";"N/A";"30 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/docprofit";"https://tgstat.ru/channel/@docprofit";""
"9714";"454";"dicherkahina";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dicherkahina";"https://tgstat.ru/channel/@dicherkahina";""
"9715";"454";"d_domenyuk";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/d_domenyuk";"https://tgstat.ru/channel/@d_domenyuk";""
"9716";"454";"bk_evolution";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bk_evolution";"https://tgstat.ru/channel/@bk_evolution";""
"9717";"454";"mvkolomentseva";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mvkolomentseva";"https://tgstat.ru/channel/@mvkolomentseva";""
"9718";"454";"maunfeld_content";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/maunfeld_content";"https://tgstat.ru/channel/@maunfeld_content";""
"9719";"453";"more_than_a_business";"Канал";"N/A";"82 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/more_than_a_business";"https://tgstat.ru/channel/@more_than_a_business";""
"9720";"453";"alihoy77";"Канал";"N/A";"33 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/alihoy77";"https://tgstat.ru/channel/@alihoy77";""
"9721";"453";"ElenaZolinaLive";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ElenaZolinaLive";"https://tgstat.ru/channel/@ElenaZolinaLive";""
"9722";"453";"goodsense_pro";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/goodsense_pro";"https://tgstat.ru/channel/@goodsense_pro";""
"9723";"452";"GAB_RUSSIA";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/GAB_RUSSIA";"https://tgstat.ru/channel/@GAB_RUSSIA";""
"9724";"452";"trailconf";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/trailconf";"https://tgstat.ru/channel/@trailconf";""
"9725";"452";"BizByNumbers";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/BizByNumbers";"https://tgstat.ru/channel/@BizByNumbers";""
"9726";"452";"vendshop_vending";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/vendshop_vending";"https://tgstat.ru/channel/@vendshop_vending";""
"9727";"452";"projectvkarmane";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/projectvkarmane";"https://tgstat.ru/channel/@projectvkarmane";""
